merk,model,bouwjaar,type_auto,brandstof,transmissie,vermogen,prijs
chevrolet,malibu,2012.0,sedan,benzine,automaat,160.0,21699.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,25299.0
toyota,camry,2013.0,sedan,hybrid,automaat,203.0,392.0
opel,corsa,1996.0,coupe,benzine,schakel,77.0,2500.0
honda,fit,2013.0,hatchback,hybrid,automaat,130.0,19124.0
renault,scenic,2007.0,minivan,diesel,schakel,111.0,11604.0
chevrolet,captiva,2010.0,jeep,diesel,automaat,148.0,11917.0
ford,c-max,2013.0,hatchback,hybrid,automaat,113.0,23521.0
chevrolet,spark,2016.0,sedan,benzine,automaat,98.0,11604.0
hyundai,elantra,2013.0,sedan,benzine,automaat,122.0,18503.0
jeep,wrangler,2017.0,jeep,benzine,automaat,272.0,92502.0
mercedes-benz,gla 250,2015.0,jeep,benzine,automaat,224.0,1019.0
hyundai,santa fe,2011.0,jeep,diesel,automaat,194.0,14376.0
hyundai,tucson,2012.0,jeep,benzine,automaat,175.0,220.0
honda,fit,2003.0,sedan,benzine,automaat,130.0,6899.0
hyundai,elantra,2019.0,sedan,benzine,automaat,122.0,5488.0
toyota,prius,2012.0,hatchback,hybrid,automaat,134.0,18817.0
honda,fit,2005.0,hatchback,benzine,automaat,130.0,25.0
volkswagen,jetta,2003.0,sedan,benzine,schakel,170.0,7997.0
dodge,journey,2010.0,jeep,benzine,automaat,152.5,1882.0
hyundai,tucson,2015.0,jeep,benzine,automaat,114.0,1019.0
honda,fit,2012.0,hatchback,benzine,automaat,130.0,7150.0
nissan,rogue sport,2017.0,jeep,benzine,automaat,141.0,34497.0
toyota,auris,2016.0,hatchback,benzine,automaat,114.0,24148.0
ford,c-max,2014.0,universal,hybrid,automaat,113.0,20385.0
hyundai,elantra,2011.0,sedan,benzine,automaat,122.0,14426.0
mercedes-benz,e 350,2011.0,coupe,diesel,automaat,299.0,15994.0
kia,optima,2014.0,sedan,hybrid,automaat,134.0,11133.0
ford,focus,2018.0,sedan,benzine,automaat,123.0,1333.0
chevrolet,volt,2017.0,hatchback,hybrid,automaat,149.0,26030.0
bmw,m3,2010.0,coupe,benzine,schakel,480.0,48000.0
mercedes-benz,e 350,2012.0,sedan,diesel,automaat,299.0,627.0
chevrolet,volt,2013.0,hatchback,hybrid,automaat,85.0,5802.0
chevrolet,cruze,2012.0,sedan,diesel,automaat,122.0,8624.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,21953.0
ford,focus,2015.0,sedan,benzine,automaat,118.0,15681.0
hyundai,tucson,2010.0,jeep,diesel,automaat,175.0,21181.0
chevrolet,impala,2010.0,sedan,benzine,automaat,197.0,862.0
chevrolet,volt,2014.0,hatchback,hybrid,automaat,149.0,27284.0
kia,soul,2013.0,sedan,benzine,automaat,126.0,18189.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,20385.0
hyundai,elantra,2007.0,sedan,benzine,automaat,122.0,12287.0
toyota,corolla,2019.0,sedan,benzine,automaat,132.0,2822.0
hyundai,tucson,2010.0,jeep,diesel,automaat,175.0,27654.0
hyundai,elantra,2013.0,hatchback,benzine,automaat,122.0,2509.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,16123.0
hyundai,i30,2012.0,hatchback,diesel,automaat,108.0,11917.0
audi,a7,2014.0,hatchback,benzine,automaat,242.0,9565.0
ford,c-max,2014.0,sedan,hybrid,automaat,113.0,17876.0
mercedes-benz,e 350,2009.0,sedan,diesel,automaat,299.0,1411.0
hyundai,elantra,2015.0,sedan,diesel,automaat,122.0,19864.0
volkswagen,jetta,2009.0,sedan,diesel,schakel,103.0,15000.0
mini,countryman,2011.0,sedan,benzine,automaat,112.0,19444.0
toyota,camry,2012.0,sedan,benzine,automaat,203.0,706.0
hyundai,elantra,2015.0,sedan,benzine,automaat,122.0,17249.0
ford,focus,2012.0,sedan,benzine,automaat,113.0,11604.0
chevrolet,malibu,2013.0,sedan,benzine,automaat,160.0,20278.0
hyundai,elantra,2016.0,sedan,diesel,automaat,122.0,25083.0
mercedes-benz,vito,2011.0,minivan,diesel,automaat,190.0,38574.0
hyundai,tucson,2013.0,jeep,diesel,automaat,175.0,15524.0
hyundai,elantra,2011.0,sedan,hybrid,automaat,122.0,18817.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,14113.0
nissan,juke,2012.0,jeep,benzine,automaat,115.0,470.0
audi,a6,2017.0,sedan,benzine,automaat,252.0,13172.0
subaru,forester,2014.0,jeep,benzine,automaat,145.0,314.0
audi,q3,2016.0,jeep,benzine,automaat,148.0,16308.0
hyundai,santa fe,2016.0,jeep,diesel,automaat,197.0,44558.0
hyundai,accent,2016.0,sedan,benzine,automaat,137.0,21326.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,30596.0
nissan,frontier,2017.0,sedan,benzine,automaat,261.0,7213.0
hyundai,elantra,2013.0,sedan,benzine,automaat,122.0,28241.0
honda,cr-v,2010.0,jeep,benzine,automaat,148.0,8311.0
bmw,x5,2001.0,jeep,benzine,automaat,335.0,13485.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,38445.0
mini,cooper,2010.0,hatchback,benzine,automaat,136.0,157.0
hyundai,elantra,2014.0,sedan,diesel,automaat,122.0,27356.0
chevrolet,cruze,2011.0,sedan,benzine,automaat,153.0,15173.0
toyota,camry,2014.0,sedan,hybrid,automaat,203.0,25089.0
nissan,juke,2013.0,jeep,benzine,automaat,115.0,14426.0
ford,focus,2012.0,hatchback,benzine,automaat,113.0,15681.0
honda,hr-v,2017.0,jeep,benzine,automaat,118.0,9565.0
ford,fusion,2014.0,sedan,hybrid,automaat,188.0,314.0
chevrolet,cruze,2013.0,sedan,benzine,automaat,153.0,14740.0
hyundai,santa fe,2015.0,jeep,diesel,automaat,194.0,37580.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,6429.0
hyundai,sonata,2015.0,sedan,benzine,automaat,185.0,42369.0
volkswagen,jetta,2013.0,sedan,benzine,automaat,104.0,16308.0
mazda,cx-9,2016.0,sedan,benzine,automaat,227.0,3293.0
nissan,x-trail,2018.0,pickup,benzine,automaat,128.0,30000.0
volkswagen,golf,2000.0,sedan,benzine,schakel,105.0,5331.0
chrysler,200,2015.0,sedan,benzine,automaat,184.0,3293.0
hyundai,santa fe,2013.0,jeep,diesel,automaat,194.0,31913.0
honda,accord,2019.0,coupe,benzine,automaat,192.0,2587.0
toyota,prius,2011.0,sedan,benzine,automaat,134.0,19757.0
volkswagen,passat,2012.0,sedan,benzine,automaat,138.0,15681.0
toyota,highlander,2010.0,sedan,hybrid,automaat,295.0,4861.0
chevrolet,cruze,2014.0,sedan,diesel,automaat,153.0,14113.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,35269.0
jaguar,xf,2013.0,sedan,diesel,automaat,197.0,50297.0
chevrolet,cruze,2014.0,sedan,benzine,automaat,153.0,12544.0
mercedes-benz,c 180,1994.0,sedan,benzine,automaat,156.0,4800.0
chevrolet,cruze,2013.0,sedan,benzine,automaat,153.0,14740.0
hyundai,sonata,2017.0,sedan,benzine,automaat,185.0,48575.0
hyundai,tucson,2011.0,jeep,diesel,automaat,175.0,15367.0
toyota,prius,2011.0,hatchback,hybrid,automaat,134.0,7056.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,17249.0
audi,a4,2004.0,sedan,benzine,automaat,150.0,9300.0
lexus,is 200,2017.0,sedan,benzine,automaat,245.0,68994.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,52696.0
toyota,corolla,2011.0,sedan,benzine,automaat,132.0,2901.0
ford,fusion,2013.0,sedan,hybrid,automaat,188.0,3763.0
mercedes-benz,e 350,2011.0,sedan,diesel,automaat,299.0,47042.0
toyota,prius,2010.0,sedan,hybrid,automaat,134.0,15367.0
chevrolet,cruze,2018.0,sedan,benzine,automaat,153.0,16935.0
ford,transit,1999.0,microbus,diesel,schakel,131.0,14426.0
land rover,freelander,2004.0,jeep,benzine,automaat,110.0,4704.0
toyota,prius,2010.0,sedan,hybrid,automaat,134.0,10349.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,19757.0
toyota,prius,2007.0,hatchback,hybrid,automaat,76.0,12858.0
hyundai,santa fe,2016.0,jeep,diesel,automaat,197.0,44711.0
ford,fusion,2015.0,sedan,hybrid,automaat,188.0,2666.0
chevrolet,spark,2017.0,sedan,benzine,automaat,98.0,13172.0
honda,cr-v,2015.0,jeep,benzine,automaat,148.0,5331.0
hyundai,genesis,2010.0,coupe,benzine,automaat,311.0,19610.0
jeep,compass,2011.0,jeep,benzine,automaat,161.0,35234.0
hyundai,sonata,2015.0,sedan,benzine,automaat,185.0,15053.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,80.0
ford,fusion,2016.0,sedan,benzine,automaat,188.0,14740.0
toyota,camry,2019.0,sedan,hybrid,automaat,203.0,251.0
ford,transit connect,2004.0,goods wagon,diesel,schakel,101.0,7840.0
subaru,xv,2015.0,jeep,benzine,automaat,145.0,19444.0
mercedes-benz,e 350,2010.0,sedan,diesel,automaat,299.0,470.0
subaru,forester,2011.0,jeep,benzine,automaat,146.0,14113.0
bmw,x5,2011.0,jeep,diesel,automaat,306.0,10036.0
ford,transit,2010.0,goods wagon,diesel,schakel,131.0,15210.0
toyota,prius,2011.0,sedan,hybrid,automaat,134.0,16621.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,10663.0
honda,cr-v,2000.0,jeep,benzine,automaat,145.0,7840.0
nissan,rogue,2016.0,jeep,benzine,automaat,170.0,862.0
hyundai,tucson,2018.0,jeep,diesel,automaat,130.0,58507.0
mercedes-benz,e 350,2012.0,sedan,diesel,automaat,299.0,1646.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,3293.0
hyundai,sonata,2015.0,sedan,benzine,automaat,185.0,42987.0
toyota,prius v,2012.0,hatchback,hybrid,automaat,134.0,17876.0
chevrolet,malibu,2016.0,sedan,benzine,automaat,160.0,24462.0
honda,fit,2006.0,hatchback,benzine,schakel,130.0,9722.0
hyundai,elantra,2012.0,sedan,benzine,automaat,122.0,20266.0
kia,sorento,2003.0,jeep,benzine,schakel,138.0,7840.0
mazda,cx-7,2011.0,jeep,benzine,automaat,170.0,470.0
ford,transit connect,2003.0,goods wagon,diesel,schakel,101.0,8467.0
kia,optima,2013.0,sedan,benzine,automaat,134.0,13000.0
toyota,camry,2013.0,sedan,hybrid,automaat,203.0,7213.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,33243.0
honda,civic,2018.0,sedan,benzine,automaat,174.0,56509.0
chevrolet,malibu,2012.0,sedan,benzine,automaat,160.0,17923.0
ford,c-max,2012.0,hatchback,hybrid,automaat,113.0,8938.0
toyota,camry,2019.0,sedan,hybrid,automaat,203.0,3450.0
mercedes-benz,sprinter,2000.0,microbus,benzine,schakel,163.0,10349.0
ford,transit,2000.0,goods wagon,diesel,schakel,131.0,14113.0
ford,focus,2014.0,sedan,benzine,automaat,113.0,9722.0
kia,sportage,2012.0,jeep,diesel,automaat,113.0,14426.0
honda,cr-v,2005.0,jeep,benzine,automaat,150.0,17249.0
mercedes-benz,e 300,2017.0,sedan,benzine,automaat,258.0,470.0
hyundai,santa fe,2012.0,jeep,diesel,automaat,194.0,25810.0
toyota,corolla,2014.0,sedan,benzine,automaat,132.0,5175.0
toyota,camry,2012.0,sedan,hybrid,automaat,203.0,3136.0
kia,sportage,2020.0,sedan,benzine,automaat,179.0,12074.0
audi,a5,2009.0,coupe,benzine,automaat,187.0,24462.0
volkswagen,jetta,1999.0,sedan,benzine,schakel,170.0,4500.0
hyundai,santa fe,2016.0,jeep,diesel,automaat,197.0,40471.0
bmw,x6,2011.0,jeep,benzine,automaat,306.0,36065.0
bmw,x5,2011.0,jeep,diesel,automaat,306.0,31361.0
nissan,juke,2012.0,sedan,benzine,automaat,115.0,470.0
nissan,versa,2014.0,hatchback,benzine,automaat,109.0,3136.0
audi,a4,2014.0,sedan,benzine,automaat,190.0,5018.0
ford,fusion,2017.0,sedan,benzine,automaat,188.0,4704.0
honda,cr-v,2011.0,jeep,benzine,automaat,148.0,17876.0
chevrolet,cruze,2014.0,sedan,benzine,automaat,153.0,16766.0
honda,fit,2006.0,hatchback,benzine,automaat,130.0,30.0
toyota,camry,2013.0,sedan,hybrid,automaat,203.0,30734.0
mercedes-benz,e 350,2009.0,sedan,diesel,automaat,299.0,5018.0
hyundai,santa fe,2016.0,jeep,diesel,automaat,197.0,54458.0
toyota,prius v,2013.0,minivan,hybrid,automaat,134.0,23521.0
toyota,camry,2020.0,sedan,benzine,automaat,203.0,39829.0
toyota,tundra,2016.0,jeep,benzine,automaat,381.0,11290.0
chevrolet,cruze,2014.0,sedan,benzine,schakel,153.0,17249.0
lexus,ct 200h,2011.0,hatchback,hybrid,automaat,99.0,5959.0
hyundai,elantra,2010.0,sedan,benzine,automaat,122.0,11274.0
volkswagen,jetta,2015.0,sedan,benzine,automaat,148.0,21000.0
hyundai,elantra,2016.0,sedan,benzine,automaat,122.0,28532.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,10976.0
honda,cr-v,2002.0,jeep,diesel,schakel,148.0,9095.0
dodge,challenger,2013.0,coupe,benzine,automaat,375.0,3058.0
ford,transit,2014.0,microbus,diesel,schakel,131.0,36065.0
chevrolet,cruze,2015.0,sedan,benzine,automaat,153.0,392.0
toyota,camry,2017.0,sedan,benzine,automaat,203.0,549.0
hyundai,elantra,2007.0,sedan,benzine,automaat,122.0,10986.0
opel,astra,1998.0,goods wagon,diesel,schakel,110.0,6272.0
chevrolet,equinox,2014.0,jeep,benzine,automaat,182.0,3920.0
toyota,prius,2018.0,sedan,hybrid,automaat,98.0,9879.0
acura,tlx,2015.0,sedan,benzine,automaat,290.0,3450.0
bmw,x5,2014.0,jeep,diesel,automaat,258.0,10349.0
mercedes-benz,e 350,2014.0,sedan,diesel,automaat,299.0,188.0
hyundai,elantra,2012.0,sedan,benzine,automaat,122.0,19974.0
hyundai,elantra,2012.0,sedan,benzine,automaat,122.0,15681.0
chevrolet,cruze,2012.0,sedan,benzine,automaat,122.0,14113.0
hyundai,elantra,2015.0,sedan,diesel,automaat,122.0,18776.0
hyundai,elantra,2011.0,sedan,benzine,automaat,122.0,19121.0
toyota,prius,2016.0,sedan,hybrid,automaat,98.0,12544.0
ford,tourneo connect,2005.0,universal,diesel,schakel,120.0,7213.0
honda,insight,2011.0,sedan,hybrid,automaat,87.0,13799.0
ssangyong,korando,2012.0,jeep,diesel,automaat,173.0,19874.0
toyota,prius,2015.0,hatchback,hybrid,automaat,134.0,21953.0
toyota,camry,2017.0,sedan,benzine,automaat,203.0,188.0
toyota,prius,2012.0,sedan,hybrid,automaat,134.0,18503.0
mitsubishi,outlander,2003.0,jeep,diesel,automaat,158.0,6586.0
toyota,highlander,2008.0,sedan,hybrid,automaat,295.0,627.0
hyundai,sonata,2011.0,sedan,hybrid,automaat,185.0,1333.0
hyundai,kona,2018.0,jeep,benzine,automaat,118.0,45473.0
chevrolet,malibu,2011.0,sedan,benzine,automaat,160.0,627.0
toyota,prius,2011.0,sedan,hybrid,automaat,134.0,14113.0
hyundai,elantra,2013.0,sedan,benzine,automaat,122.0,13015.0
honda,civic,2012.0,sedan,hybrid,automaat,140.0,627.0
toyota,camry,2012.0,sedan,hybrid,automaat,203.0,3607.0
hyundai,elantra,2011.0,sedan,benzine,automaat,122.0,18531.0
mercedes-benz,sprinter,2008.0,microbus,diesel,schakel,163.0,45473.0
toyota,camry,2019.0,sedan,benzine,automaat,203.0,45473.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,26657.0
hyundai,elantra,2017.0,sedan,benzine,automaat,122.0,4547.0
volkswagen,passat,2012.0,sedan,benzine,automaat,138.0,10349.0
toyota,prius c,2012.0,hatchback,hybrid,automaat,99.0,14113.0
hyundai,elantra,2014.0,sedan,benzine,automaat,122.0,14113.0
chevrolet,cruze,2016.0,sedan,diesel,automaat,153.0,12541.0
kia,optima,2011.0,sedan,benzine,automaat,192.0,14500.0
kia,optima,2013.0,sedan,benzine,automaat,134.0,2901.0
toyota,camry,2016.0,sedan,benzine,automaat,203.0,36379.0
mercedes-benz,c 180,2000.0,sedan,benzine,schakel,156.0,14113.0
bmw,x6,2009.0,jeep,benzine,automaat,286.0,37633.0
jeep,grand cherokee,2018.0,sedan,benzine,automaat,247.0,392.0
honda,insight,2014.0,hatchback,hybrid,automaat,87.0,18503.0
hyundai,elantra,2018.0,sedan,benzine,automaat,122.0,11133.0
chevrolet,cruze,2009.0,sedan,benzine,automaat,153.0,7066.0
honda,civic,2017.0,coupe,benzine,automaat,174.0,66482.0
hyundai,santa fe,2010.0,jeep,diesel,automaat,194.0,10976.0
opel,astra,1999.0,universal,diesel,schakel,110.0,8154.0
hyundai,veloster,2011.0,hatchback,benzine,automaat,201.0,15681.0
jeep,compass,2012.0,jeep,benzine,automaat,154.0,25264.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,90.0
toyota,tacoma,2014.0,sedan,benzine,automaat,278.0,6586.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,19444.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,11000.0
nissan,juke,2013.0,jeep,benzine,automaat,115.0,251.0
toyota,highlander,2008.0,jeep,hybrid,automaat,295.0,549.0
hyundai,santa fe,2015.0,jeep,diesel,automaat,194.0,48697.0
toyota,sienna,2011.0,minivan,benzine,automaat,296.0,470.0
toyota,prius,2008.0,sedan,hybrid,automaat,76.0,50.0
toyota,prius c,2015.0,sedan,hybrid,automaat,99.0,17562.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,470.0
chevrolet,cruze,2019.0,sedan,benzine,automaat,153.0,627.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,10192.0
hyundai,tucson,2010.0,jeep,diesel,automaat,175.0,24709.0
honda,insight,2012.0,hatchback,hybrid,automaat,87.0,784.0
toyota,camry,2014.0,sedan,hybrid,automaat,203.0,784.0
bmw,x5 m,2005.0,jeep,benzine,automaat,600.0,5645.0
chevrolet,camaro,2010.0,coupe,benzine,automaat,426.0,9565.0
mercedes-benz,sprinter,2006.0,microbus,diesel,schakel,163.0,21953.0
mercedes-benz,cls 350,2004.0,sedan,benzine,automaat,299.0,16621.0
mercedes-benz,vito,2015.0,minivan,diesel,schakel,190.0,49864.0
ford,fusion,2014.0,sedan,hybrid,automaat,188.0,20385.0
ford,fiesta,2016.0,sedan,benzine,automaat,81.0,15677.0
jeep,compass,2009.0,jeep,benzine,automaat,179.0,15693.0
toyota,camry,2017.0,sedan,benzine,automaat,203.0,470.0
ford,fusion,2013.0,sedan,benzine,automaat,188.0,21012.0
hyundai,sonata,2014.0,sedan,benzine,automaat,185.0,251.0
subaru,xv,2013.0,jeep,hybrid,automaat,145.0,23521.0
ford,fusion,2017.0,sedan,benzine,automaat,188.0,470.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,15053.0
nissan,juke,2012.0,jeep,benzine,automaat,115.0,19444.0
toyota,tacoma,2013.0,jeep,benzine,automaat,278.0,314.0
toyota,prius,2011.0,jeep,hybrid,automaat,134.0,314.0
jeep,cherokee,2019.0,sedan,benzine,automaat,194.0,627.0
honda,fit,2017.0,universal,hybrid,automaat,130.0,38822.0
honda,insight,2011.0,hatchback,hybrid,automaat,87.0,31.0
hyundai,accent,2012.0,hatchback,diesel,automaat,137.0,9408.0
ford,explorer,2017.0,jeep,benzine,automaat,363.0,75160.0
toyota,prius c,2015.0,hatchback,benzine,automaat,99.0,6.0
volkswagen,passat,2014.0,sedan,benzine,automaat,138.0,20385.0
porsche,911,2013.0,coupe,benzine,automaat,400.0,6429.0
volkswagen,passat,2013.0,sedan,benzine,automaat,138.0,17249.0
volkswagen,passat,2013.0,sedan,benzine,automaat,138.0,17876.0
ssangyong,rexton,2011.0,jeep,diesel,automaat,165.0,24709.0
hyundai,elantra,2014.0,sedan,benzine,automaat,122.0,15053.0
hyundai,tucson,2016.0,jeep,benzine,automaat,114.0,49237.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,16621.0
chevrolet,malibu,2012.0,sedan,benzine,automaat,160.0,21410.0
nissan,pathfinder,2012.0,jeep,benzine,automaat,284.0,26657.0
honda,fit,2017.0,universal,hybrid,automaat,130.0,41867.0
hyundai,sonata,2016.0,sedan,benzine,automaat,185.0,44608.0
hyundai,elantra,2018.0,sedan,benzine,automaat,122.0,37066.0
toyota,prius,2012.0,hatchback,hybrid,automaat,134.0,21953.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,1803.0
nissan,juke,2015.0,jeep,benzine,automaat,113.0,3763.0
volkswagen,jetta,2015.0,sedan,benzine,automaat,148.0,14113.0
toyota,camry,2012.0,sedan,benzine,automaat,203.0,26657.0
honda,insight,2009.0,hatchback,benzine,automaat,87.0,11917.0
mercedes-benz,cla 250,2015.0,coupe,benzine,automaat,224.0,34184.0
honda,fit,2013.0,hatchback,hybrid,automaat,130.0,5758.0
honda,insight,2011.0,hatchback,hybrid,automaat,87.0,4547.0
kia,optima,2016.0,sedan,benzine,automaat,139.0,20228.0
toyota,sienna,2017.0,sedan,benzine,automaat,296.0,11133.0
ssangyong,rexton,2015.0,jeep,diesel,automaat,153.0,43868.0
fiat,500,2012.0,sedan,benzine,automaat,69.0,314.0
nissan,pathfinder,2006.0,jeep,benzine,automaat,174.0,13485.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,22894.0
opel,astra,1998.0,hatchback,benzine,schakel,110.0,7840.0
ford,fusion,2010.0,sedan,hybrid,automaat,89.0,14113.0
honda,fit,2010.0,hatchback,benzine,automaat,130.0,14115.0
hyundai,sonata,2018.0,sedan,benzine,automaat,185.0,73620.0
jaguar,xf,2013.0,sedan,diesel,automaat,197.0,38445.0
ford,mustang,2010.0,coupe,benzine,automaat,449.0,26657.0
kia,ceed,2019.0,universal,benzine,automaat,140.0,51746.0
hyundai,tucson,2012.0,jeep,benzine,automaat,175.0,314.0
toyota,prius,2008.0,hatchback,hybrid,automaat,76.0,50.0
ssangyong,kyron,2007.0,jeep,diesel,automaat,140.0,4391.0
mitsubishi,outlander,2018.0,jeep,hybrid,automaat,148.0,21953.0
hyundai,elantra,2019.0,sedan,benzine,automaat,122.0,29793.0
skoda,octavia,2009.0,sedan,benzine,schakel,122.0,10820.0
toyota,prius,2015.0,hatchback,hybrid,automaat,134.0,2352.0
toyota,camry,2012.0,sedan,hybrid,automaat,203.0,20385.0
toyota,corolla,2017.0,sedan,benzine,automaat,132.0,4861.0
chevrolet,cruze,2009.0,sedan,benzine,automaat,153.0,5927.0
toyota,sequoia,2008.0,jeep,benzine,automaat,381.0,27911.0
volkswagen,passat,2006.0,sedan,benzine,automaat,170.0,10663.0
nissan,juke,2012.0,jeep,benzine,automaat,115.0,21326.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,12544.0
toyota,prius,2013.0,hatchback,hybrid,automaat,134.0,10820.0
hyundai,elantra,2018.0,sedan,benzine,automaat,122.0,34406.0
ford,escape,2009.0,jeep,hybrid,automaat,179.0,188.0
hyundai,tucson,2016.0,jeep,diesel,automaat,114.0,35140.0
land rover,range rover,1996.0,jeep,diesel,schakel,510.0,14113.0
toyota,corolla,2015.0,sedan,benzine,automaat,132.0,392.0
hyundai,sonata,2013.0,sedan,benzine,automaat,185.0,4234.0
jeep,grand cherokee,2005.0,jeep,benzine,automaat,215.0,10976.0
ford,explorer,2011.0,jeep,benzine,automaat,363.0,50767.0
ford,fusion,2014.0,sedan,benzine,automaat,188.0,2901.0
hyundai,ix35,2011.0,jeep,benzine,automaat,133.0,30107.0
bmw,x6,2015.0,jeep,diesel,automaat,258.0,106627.0
honda,cr-v,2002.0,jeep,benzine,schakel,148.0,9722.0
hyundai,elantra,2012.0,sedan,benzine,automaat,122.0,16935.0
kia,sportage,2016.0,jeep,diesel,automaat,114.0,53314.0
volkswagen,jetta,2012.0,sedan,benzine,automaat,103.0,7997.0
ford,fiesta,2015.0,sedan,benzine,automaat,81.0,16621.0
hyundai,genesis,2011.0,coupe,benzine,automaat,311.0,18124.0
kia,picanto,2010.0,sedan,benzine,automaat,60.0,6269.0
toyota,camry,2018.0,sedan,benzine,automaat,203.0,51746.0
toyota,camry,2013.0,sedan,hybrid,automaat,203.0,3763.0
hyundai,elantra,2015.0,sedan,benzine,automaat,122.0,16621.0
ford,escape,2003.0,jeep,benzine,automaat,179.0,3763.0
honda,insight,2011.0,hatchback,hybrid,automaat,87.0,706.0
hyundai,elantra,2017.0,sedan,benzine,automaat,122.0,30740.0
hyundai,sonata,2010.0,sedan,benzine,automaat,148.0,15132.0
toyota,highlander,2012.0,jeep,benzine,automaat,295.0,9565.0
nissan,juke,2012.0,jeep,benzine,automaat,115.0,3763.0
volkswagen,jetta,2011.0,sedan,benzine,automaat,170.0,470.0
nissan,sentra,2013.0,sedan,benzine,automaat,130.0,17876.0
chevrolet,cruze,2011.0,sedan,benzine,automaat,153.0,9832.0
hyundai,tucson,2017.0,jeep,benzine,automaat,130.0,52696.0
mercedes-benz,e 350,2011.0,sedan,diesel,automaat,299.0,314.0
hyundai,sonata,2018.0,sedan,benzine,automaat,185.0,67404.0
mercedes-benz,e 350,2014.0,sedan,diesel,automaat,299.0,1882.0
toyota,prius,2016.0,sedan,hybrid,automaat,98.0,36065.0
toyota,camry,2012.0,sedan,benzine,automaat,203.0,23521.0
mitsubishi,mirage,2017.0,sedan,benzine,automaat,79.0,314.0
toyota,prius,2010.0,hatchback,hybrid,automaat,134.0,2274.0
nissan,frontier,2017.0,sedan,benzine,automaat,261.0,4234.0
