merk,model,bouwjaar,type_auto,brandstof,vermogen,prijs,CO2_wltp,Electric_range_km,Engine_cm3,Transmission,Mileage,Condition,Torque_Nm,Performance_0_100_sec,Seats,Engine_Size_L,Acceleration_0_60_sec,Number_of_Cylinders,Number_of_Doors,Tax,MPG,Top_Speed_mph,Mileage_MPG,Image_ID,Image_name,Genmodel_ID,Predicted_viewpoint,Image_Path
hyundai,elantra sport limited,2013,sedan,petrol,0.0,17876.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2016,sedan,lpg,142.4287,11290.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
toyota,sienna,2010,minivan,petrol,182.6965,36065.0,,,,,,,360.0,8.0,7.0,,7.8,,,,,,,36_25$$19$$1,Hyundai$$Veloster$$2012$$Black$$36_25$$19$$image_1.jpg,,0.0,
toyota,camry,2014,sedan,hybrid,224.4557,862.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
hyundai,h1,2012,universal,diesel,0.0,21395.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2016,sedan,lpg,142.4287,15681.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
chevrolet,volt,2012,jeep,hybrid,0.0,627.0,,,,,,,,,,,,,,,,,,,,,,
toyota,aqua,2016,hatchback,petrol,0.0,40070.0,,,,,,,,,,,,,,,,,,,,,,
mercedes-benz,a 170,2008,hatchback,petrol,0.0,11917.0,,,,,,,,,,,,,,,,,,,,,,
lexus,nx 300,2018,jeep,petrol,0.0,72130.0,,,,,,,,,,,,,,,,,,,,,,
ssangyong,rexton,2013,jeep,diesel,0.0,35927.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,prius,2014,sedan,hybrid,90.2297,21012.0,,,,Automatic,48832.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$125$$2,Toyota$$Prius$$2014$$Black$$92_30$$125$$image_2.jpg,92_30,0.0,Toyota$$Prius$$2014$$Black$$92_30$$125$$image_2.jpg
toyota,tacoma,2018,sedan,petrol,118.5663,21012.0,,,,,,,400.0,9.5,5.0,,7.2,4.0,4.0,,,,,,,,,
kia,carnival grand,2009,minivan,diesel,0.0,13172.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,genesis,2011,coupe,petrol,216.9987,15624.0,,,,,,,400.0,6.3,5.0,,,,,,,,,,,,,
infiniti,qx60,2015,jeep,petrol,219.9815,5488.0,,,,,,,,,,,,6.0,7.0,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,20005.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
volkswagen,passat,2017,sedan,petrol,160.3255,36110.0,,,,,,,250.0,7.8,5.0,,,,,,,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
mazda,1000,2019,jeep,petrol,0.0,470.0,,,,,,,,,,,,,,,,,,,,,,
audi,50,2018,coupe,petrol,0.0,1300.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,santa fe,2016,jeep,diesel,188.6621,43880.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,36_20$$135$$0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg,36_20,0.0,Hyundai$$Santa Fe$$2016$$Beige$$36_20$$135$$image_0.jpg
mercedes-benz,c 250,2014,sedan,petrol,0.0,29479.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,camry,2011,sedan,hybrid,224.4557,17249.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
toyota,vitz funkargo,2003,universal,petrol,0.0,9408.0,,,,,,,,,,,,,,,,,,92_11$$77$$1,Toyota$$Corolla$$2000$$Blue$$92_11$$77$$image_1.jpg,,0.0,
hyundai,santa fe,2016,jeep,diesel,188.6621,44213.0,,,,Manual,26317.0,,420.0,9.3,7.0,2.2,8.6,,4.0,235.0,42.8,,,95_20$$1499$$0,Volkswagen$$Passat$$2000$$Blue$$95_20$$1499$$image_0.jpg,,0.0,
bmw,325,2001,sedan,petrol,0.0,8467.0,,,,,,,,,,,,,,,,,,,,,,
audi,a6,2014,sedan,petrol,249.8095,627.0,,,,Semi-Auto,57842.0,,600.0,5.7,5.0,2.0,,,,30.0,62.8,,,,,,,
ford,transit,2011,goods wagon,diesel,126.769,21950.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,57_14$$1$$6,Mazda$$MPV$$2013$$Blue$$57_14$$1$$image_6.jpg,,0.0,
fiat,500,2012,hatchback,petrol,43.0,706.0,0.0,311.0,0.0,,,,,,,,,4.0,3.0,,,,,28_2$$1$$3,Fiat$$500$$2012$$Beige$$28_2$$1$$image_3.jpg,28_2,180.0,Fiat$$500$$2012$$Beige$$28_2$$1$$image_3.jpg
chevrolet,cruze,2014,sedan,petrol,114.0921,3136.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
nissan,pathfinder,2010,jeep,lpg,211.7788,31500.0,,,,,,,351.0,6.5,7.0,,6.85,6.0,4.0,,,,,,,,,
mitsubishi,delica,2005,minivan,petrol,0.0,20385.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
mercedes-benz,e 350,2014,sedan,diesel,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
mercedes-benz,vaneo,2004,universal,lpg,0.0,7840.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,camry se,2018,sedan,petrol,0.0,56450.0,,,,,,,,,,,,,,,,,,,,,,
volkswagen,jetta,2014,universal,diesel,140.9373,1490.0,,,,,,,250.0,7.7,5.0,,8.4,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
toyota,tacoma,2012,sedan,petrol,118.5663,627.0,,,,,,,400.0,9.5,5.0,,7.2,4.0,4.0,,,,,,,,,
mercedes-benz,e 350,2014,sedan,diesel,220.0,314.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
honda,cr-v,2002,jeep,petrol,141.683,13172.0,,,,,,,400.0,8.2,5.0,3.8,7.5,4.0,5.0,,,,,16_19$$1$$0,Chevrolet$$Volt$$2013$$Silver$$16_19$$1$$image_0.jpg,,0.0,
audi,a7,2013,hatchback,petrol,249.8095,4704.0,,,,Automatic,75016.0,,600.0,5.7,5.0,3.0,,,,200.0,47.9,,,7_15$$160$$5,Audi$$A7$$2013$$Black$$7_15$$160$$image_5.jpg,7_15,0.0,Audi$$A7$$2013$$Black$$7_15$$160$$image_5.jpg
hyundai,sonata,2013,sedan,petrol,142.4287,706.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
mercedes-benz,e 350,2013,sedan,diesel,220.0,5802.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,camry,2014,sedan,petrol,224.4557,25716.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,orlando,2012,jeep,lpg,0.0,14426.0,,,,,,,,,,,,,,,,,,16_13$$34$$6,Chevrolet$$Orlando$$2012$$Black$$16_13$$34$$image_6.jpg,16_13,0.0,Chevrolet$$Orlando$$2012$$Black$$16_13$$34$$image_6.jpg
toyota,rav 4,2001,jeep,petrol,0.0,10820.0,,,,,,,,,,,,,,,,,,64_40$$1$$3,Nissan$$Tiida$$2009$$Gold$$64_40$$1$$image_3.jpg,,0.0,
ford,explorer,2011,jeep,petrol,267.0,45436.0,71.0,48.0,2956.0,,,,460.0,6.0,7.0,3.7,6.8,,4.0,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
hyundai,i30,2008,hatchback,diesel,100.0,11917.0,126.0,0.0,1482.0,Manual,138000.0,,,,,1.6,,,,125.0,57.6,,,36_10$$17$$1,Hyundai$$i30$$2008$$Black$$36_10$$17$$image_1.jpg,36_10,0.0,Hyundai$$i30$$2008$$Black$$36_10$$17$$image_1.jpg
hyundai,santa fe,2015,jeep,diesel,188.6621,41281.0,,,,Semi-Auto,42675.0,,420.0,9.3,7.0,2.2,8.6,,4.0,260.0,42.2,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
porsche,cayenne,2018,sedan,petrol,250.0,3058.0,272.0,0.0,2995.0,,,,450.0,5.9,5.0,,,6.0,4.0,,,,,71_8$$236$$3,Porsche$$Cayenne$$2018$$Black$$71_8$$236$$image_3.jpg,71_8,45.0,Porsche$$Cayenne$$2018$$Black$$71_8$$236$$image_3.jpg
alfa romeo,147,2001,coupe,petrol,0.0,3700.0,,,,,,,,,,,,,,,,,,,,,,
suzuki,grand vitara,2008,jeep,petrol,0.0,15681.0,,,,,,,,,,,,,,,,,,87_4$$259$$6,Suzuki$$Grand Vitara$$2008$$Silver$$87_4$$259$$image_6.jpg,87_4,0.0,Suzuki$$Grand Vitara$$2008$$Silver$$87_4$$259$$image_6.jpg
lexus,ct 200h,2011,hatchback,hybrid,0.0,6586.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,prius,2007,hatchback,hybrid,90.2297,12544.0,,,,,27849.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,85.6,,,92_30$$20$$0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg,92_30,0.0,Toyota$$Prius$$2007$$Bronze$$92_30$$20$$image_0.jpg
hyundai,tucson,2014,jeep,diesel,139.4459,30063.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
porsche,panamera,2010,hatchback,petrol,243.0,72130.0,247.0,0.0,2894.0,,,,450.0,5.6,4.0,,,6.0,4.0,,,,,71_11$$437$$25,Porsche$$Panamera$$2010$$Blue$$71_11$$437$$image_25.jpg,71_11,0.0,Porsche$$Panamera$$2010$$Blue$$71_11$$437$$image_25.jpg
hyundai,veloster,2015,hatchback,petrol,205.0675,21639.0,,,,,46436.0,,264.0,6.0,4.0,,,,,160.0,43.5,,,,,,,
toyota,rav 4 xle sport,2013,jeep,petrol,0.0,36692.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
honda,fit,2002,hatchback,petrol,95.4496,30.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
toyota,aqua,2014,hatchback,hybrid,0.0,12231.0,,,,,,,,,,,,,,,,,,36_5$$1$$4,Hyundai$$Genesis$$2015$$Black$$36_5$$1$$image_4.jpg,,0.0,
toyota,sienta,2004,sedan,petrol,0.0,3136.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
toyota,prius,2009,sedan,hybrid,90.2297,10663.0,,,,Automatic,70430.5,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,70.6,,,92_30$$263$$2,Toyota$$Prius$$2009$$Black$$92_30$$263$$image_2.jpg,92_30,0.0,Toyota$$Prius$$2009$$Black$$92_30$$263$$image_2.jpg
honda,fit,2013,hatchback,petrol,95.4496,5620.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
mercedes-benz,cls 550,2010,sedan,petrol,0.0,19130.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
honda,fit,2012,hatchback,hybrid,95.4496,9408.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
hyundai,elantra,2011,sedan,petrol,90.0,3.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
volkswagen,passat,2013,sedan,diesel,160.3255,15367.0,,,,,,,250.0,7.8,5.0,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
chevrolet,avalanche,2011,sedan,petrol,0.0,5959.0,,,,,,,,,,,,,,,,,,64_40$$1$$3,Nissan$$Tiida$$2009$$Gold$$64_40$$1$$image_3.jpg,,0.0,
hyundai,h1,2014,minivan,diesel,0.0,26594.0,,,,,,,,,,,,,,,,,,,,,,
toyota,avalon limited,2013,sedan,hybrid,0.0,36065.0,,,,,,,,,,,,,,,,,,66_3$$1$$2,Opel$$Zafira$$2002$$Grey$$66_3$$1$$image_2.jpg,,180.0,
kia,cerato k3,2016,sedan,diesel,,26343.0,,,,,,,,,,,,,,,,,,16_5$$69$$8,Chevrolet$$Captiva$$2008$$Bronze$$16_5$$69$$image_8.jpg,,0.0,
mazda,cx-7,2011,sedan,petrol,181.9508,549.0,,,,,,,350.0,7.9,5.0,,,,,,,,,57_8$$30$$0,Mazda$$CX-7$$2011$$Black$$57_8$$30$$image_0.jpg,57_8,0.0,Mazda$$CX-7$$2011$$Black$$57_8$$30$$image_0.jpg
lexus,gx 470,2010,jeep,petrol,,40142.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2013,sedan,petrol,90.0,14000.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
chevrolet,cruze,2014,sedan,petrol,114.0921,17923.0,,,,,,,,,,,,4.0,4.0,,,,,,,,,
hyundai,tucson,2017,jeep,petrol,139.4459,54518.0,,,,Manual,23398.5,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,145.0,61.4,,,16_7$$15$$1,Chevrolet$$Cruze$$2011$$Black$$16_7$$15$$image_1.jpg,,0.0,
opel,astra g,2003,hatchback,petrol,0.0,10349.0,,,,,,,,,,,,,,,,,,29_18$$309$$0,Ford$$Fusion$$2003$$Black$$29_18$$309$$image_0.jpg,,0.0,
toyota,ist,2002,hatchback,petrol,0.0,8154.0,,,,,,,,,,,,,,,,,,,,,,
ford,escape,2008,jeep,hybrid,160.69835,282.0,,,,,,,285.0,,,,7.0,,4.0,,,,,,,,,
volkswagen,passat,2013,sedan,diesel,160.3255,7527.0,,,,,,,250.0,7.8,5.0,,,,,,,,,95_20$$1036$$4,Volkswagen$$Passat$$2013$$Black$$95_20$$1036$$image_4.jpg,95_20,0.0,Volkswagen$$Passat$$2013$$Black$$95_20$$1036$$image_4.jpg
toyota,camry,2017,sedan,petrol,224.4557,3450.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,tucson,2010,jeep,diesel,139.4459,22063.0,,,,,17952.0,,400.0,6.1,5.0,,7.8,4.0,4.0,145.0,51.4,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
honda,civic,2012,sedan,hybrid,117.8206,2901.0,,,,,,,400.0,8.5,5.0,3.25,8.2,4.0,4.0,,,,,34_2$$683$$0,Honda$$Civic$$2000$$Black$$34_2$$683$$image_0.jpg,,0.0,
toyota,corolla,2013,sedan,petrol,103.6523,4704.0,,,,,6329.0,,200.0,9.4,5.0,3.3,,4.0,4.0,135.0,72.4,,,,,,,
volkswagen,passat,2002,sedan,petrol,160.3255,5331.0,,,,,,,250.0,7.8,5.0,,,,,,,,,86_2$$105$$4,Subaru$$Forester$$2000$$Grey$$86_2$$105$$image_4.jpg,,0.0,
volkswagen,jetta,2012,sedan,diesel,140.9373,941.0,,,,,,,250.0,7.7,5.0,,8.4,,4.0,,,,,95_18$$138$$1,Volkswagen$$Jetta$$2012$$Black$$95_18$$138$$image_1.jpg,95_18,0.0,Volkswagen$$Jetta$$2012$$Black$$95_18$$138$$image_1.jpg
honda,fit,2013,hatchback,petrol,95.4496,16900.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
nissan,rogue,2010,jeep,petrol,149.8857,18189.0,,,,,,,270.0,7.5,5.0,,8.6,4.0,4.0,,,,,,,,,
mazda,mpv,2000,minivan,petrol,149.14,5331.0,,,,,,,265.0,9.5,7.0,,,,,,,,,,,,,
mercedes-benz,gla 250,2017,jeep,petrol,165.0,42651.0,175.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,prius,2012,hatchback,hybrid,90.2297,15524.0,,,,Automatic,37870.0,,142.0,10.5,5.0,3.7,10.1,4.0,5.0,0.0,134.5,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
bmw,530,2007,sedan,petrol,0.0,17249.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
lexus,gs 350,2013,sedan,petrol,0.0,73071.0,,,,,,,,,,,,,,,,,,64_24$$31$$15,Nissan$$Pathfinder$$2006$$Black$$64_24$$31$$image_15.jpg,,0.0,
ford,fusion,2014,sedan,hybrid,0.0,862.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
hyundai,elantra,2017,sedan,diesel,90.0,28909.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
hyundai,sonata,2012,sedan,lpg,142.4287,8467.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
toyota,aqua,2013,sedan,hybrid,0.0,50.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,sonata,2014,sedan,lpg,142.4287,14426.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
volkswagen,sharan,2011,minivan,petrol,137.9545,9000.0,,,,,,,280.0,9.3,7.0,,,,,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
mercedes-benz,e 350,2014,sedan,diesel,220.0,30734.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
toyota,camry,2013,sedan,petrol,224.4557,22580.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
chevrolet,volt,2014,jeep,hybrid,0.0,862.0,,,,,,,,,,,,,,,,,,,,,,
honda,fit,2014,hatchback,hybrid,95.4496,7464.0,,,,,,,139.0,,,3.3,8.8,,,,,,,,,,,
ford,fusion,2016,sedan,petrol,0.0,1333.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,tucson,2019,jeep,diesel,139.4459,59865.0,,,,Manual,6184.5,,400.0,6.1,5.0,1.6,7.8,4.0,4.0,145.0,35.3,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
toyota,tacoma,2017,jeep,petrol,118.5663,49237.0,,,,,,,400.0,9.5,5.0,,7.2,4.0,4.0,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
hyundai,h1,2018,universal,diesel,0.0,68223.0,,,,,,,,,,,,,,,,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
mercedes-benz,e 300,2017,sedan,petrol,190.0,392.0,181.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
nissan,tiida,2006,sedan,cng,93.9582,7683.0,,,,,,,154.0,10.1,5.0,,,,,,,,,48_24$$15$$5,Lexus$$RX 350$$2006$$Black$$48_24$$15$$image_5.jpg,,0.0,
ford,fusion,2013,sedan,petrol,0.0,22266.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
mercedes-benz,e 350,2008,sedan,diesel,220.0,2430.0,196.0,0.0,1991.0,,,,,,,,,,,,,,,,,,,
ford,fusion,2014,sedan,hybrid,0.0,282.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
nissan,juke,2015,jeep,petrol,87.2469,392.0,,,,,,,180.0,10.4,5.0,,,,,,,,,23_2$$1$$1,Daewoo$$Lacetti$$2004$$Blue$$23_2$$1$$image_1.jpg,,180.0,
mercedes-benz,c 300,2015,sedan,petrol,190.0,33556.0,166.0,0.0,1991.0,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
ssangyong,actyon,2017,jeep,diesel,0.0,39161.0,,,,,,,,,,,,,,,,,,,,,,
ford,transit,2008,microbus,diesel,3.0,16308.0,222.0,0.0,1995.0,,,,405.0,12.0,,,,,,,,,,,,,,
toyota,camry,2009,sedan,hybrid,224.4557,17719.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,34_18$$1$$0,Honda$$Stream$$2002$$Green$$34_18$$1$$image_0.jpg,,45.0,
lexus,gx 460,2011,jeep,petrol,,43278.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,santa fe,2012,jeep,petrol,188.6621,470.0,,,,,17452.0,,420.0,9.3,7.0,,8.6,,4.0,145.0,42.2,,,36_20$$123$$5,Hyundai$$Santa Fe$$2012$$Black$$36_20$$123$$image_5.jpg,36_20,0.0,Hyundai$$Santa Fe$$2012$$Black$$36_20$$123$$image_5.jpg
chevrolet,cruze,2017,sedan,petrol,114.0921,20385.0,,,,,,,,,,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,tundra,2016,jeep,petrol,284.1117,941.0,,,,,,,650.0,6.7,5.0,,4.9,8.0,,,,,,,,,,
hyundai,tucson,2019,jeep,diesel,139.4459,49858.0,,,,Manual,6184.5,,400.0,6.1,5.0,1.6,7.8,4.0,4.0,145.0,35.3,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
mercedes-benz,c 350,2013,sedan,petrol,0.0,220.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,sonata,2015,sedan,lpg,142.4287,9722.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
mercedes-benz,cls 500,2006,sedan,petrol,0.0,21326.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
hyundai,tucson,2017,jeep,diesel,139.4459,51075.0,,,,Manual,23398.5,,400.0,6.1,5.0,1.7,7.8,4.0,4.0,145.0,61.4,,,36_4$$1$$2,Hyundai$$Elantra$$2003$$Red$$36_4$$1$$image_2.jpg,,0.0,
hyundai,genesis,2011,coupe,petrol,216.9987,15241.0,,,,,,,400.0,6.3,5.0,,,,,,,,,48_1$$32$$19,Lexus$$CT 200h$$2011$$Black$$48_1$$32$$image_19.jpg,,0.0,
ford,fusion,2015,sedan,hybrid,0.0,2587.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,48_24$$15$$5,Lexus$$RX 350$$2006$$Black$$48_24$$15$$image_5.jpg,,0.0,
hyundai,h1,2008,minivan,diesel,0.0,15524.0,,,,,,,,,,,,,,,,,,36_21$$2$$3,Hyundai$$Sonata$$2002$$Silver$$36_21$$2$$image_3.jpg,,45.0,
mercedes-benz,c 250,2014,sedan,petrol,0.0,27911.0,,,,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,camry,2013,sedan,hybrid,224.4557,4861.0,,,,,5059.0,,250.0,6.0,5.0,3.35,8.1,4.0,4.0,135.0,52.3,,,,,,,
mercedes-benz,s 350,2005,sedan,petrol,0.0,29793.0,,,,,,,,,,,,,,,,,,,,,,
hyundai,elantra,2012,sedan,petrol,90.0,18208.0,140.0,0.0,1598.0,,,,250.0,8.9,5.0,,,4.0,4.0,,,,,,,,,
hyundai,sonata,2017,sedan,hybrid,142.4287,549.0,,,,,,,250.0,8.0,5.0,,7.699999999999999,,4.0,,,,,,,,,
nissan,tiida,2006,hatchback,petrol,93.9582,30.0,,,,,,,154.0,10.1,5.0,,,,,,,,,,,,,
toyota,rav 4 le,2013,jeep,petrol,0.0,34497.0,,,,,,,,,,,,,,,,,,59_39$$4$$0,Mercedes-Benz$$Vito$$2006$$Silver$$59_39$$4$$image_0.jpg,,0.0,
opel,zafira,2000,goods wagon,petrol,0.0,6272.0,,,,,,,,,,,,,,,,,,62_12$$1$$2,Mitsubishi$$i$$2008$$Red$$62_12$$1$$image_2.jpg,,180.0,
chevrolet,captiva,2007,jeep,diesel,0.0,4924.0,,,,,,,,,,,,,,,,,,,,,,
opel,vectra b,2000,hatchback,diesel,0.25,4704.0,,,,,,,,,,,,,,,,,,36_24$$215$$0,Hyundai$$Tucson$$2006$$Black$$36_24$$215$$image_0.jpg,,0.0,
hyundai,h1,2016,universal,diesel,0.0,43576.0,,,,,,,,,,,,,,,,,,,,,,
mercedes-benz,c 200,2001,sedan,cng,150.0,7840.0,153.0,0.0,1496.0,,,,,,,,,,,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
toyota,chr,2018,jeep,petrol,0.0,28225.0,,,,,,,,,,,,,,,,,,23_2$$1$$1,Daewoo$$Lacetti$$2004$$Blue$$23_2$$1$$image_1.jpg,,180.0,
chevrolet,cruze,2017,hatchback,petrol,114.0921,18817.0,,,,,,,,,,,,4.0,4.0,,,,,92_9$$1$$0,Toyota$$Camry$$2000$$Green$$92_9$$1$$image_0.jpg,,315.0,
ford,fusion,2015,sedan,hybrid,0.0,4861.0,,,,,65000.0,,,,,,,,,200.0,42.8,,,,,,,
lexus,rx 450,2010,jeep,hybrid,0.0,13172.0,,,,,,,,,,,,,,,,,,,,,,
mercedes-benz,e 350 ამგ,2013,sedan,petrol,0.0,37320.0,,,,,,,,,,,,,,,,,,,,,,
ford,escape,2017,jeep,petrol,160.69835,706.0,,,,,,,285.0,,,,7.0,,4.0,,,,,62_3$$174$$0,Mitsubishi$$Colt$$2006$$Black$$62_3$$174$$image_0.jpg,,0.0,
